ipsrc,ipdst,portdst,proto,action,date,regle,is_attack
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,45665,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,45665,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,45665,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,45665,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,21,TCP,Permit,2026-03-02 23:08:05,3,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,21,TCP,Permit,2026-03-02 23:08:05,3,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,21,TCP,Permit,2026-03-02 23:08:05,3,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,21,TCP,Permit,2026-03-02 23:08:05,3,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,21,TCP,Permit,2026-03-02 23:08:05,3,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,21,TCP,Permit,2026-03-02 23:08:05,3,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,21,TCP,Permit,2026-03-02 23:08:05,3,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,21,TCP,Permit,2026-03-02 23:08:05,3,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,21,TCP,Permit,2026-03-02 23:08:05,3,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,21,TCP,Permit,2026-03-02 23:08:05,3,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,6881,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,6881,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,6881,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,6881,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,21,TCP,Permit,2026-03-02 23:08:05,3,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,21,TCP,Permit,2026-03-02 23:08:05,3,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,6881,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,6881,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,6881,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,6881,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,6881,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,6881,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,21,TCP,Permit,2026-03-02 23:08:05,3,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,21,TCP,Permit,2026-03-02 23:08:05,3,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,21,TCP,Permit,2026-03-02 23:08:05,3,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,21,TCP,Permit,2026-03-02 23:08:05,3,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,21,TCP,Permit,2026-03-02 23:08:05,3,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,21,TCP,Permit,2026-03-02 23:08:05,3,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,21,TCP,Permit,2026-03-02 23:08:05,3,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,21,TCP,Permit,2026-03-02 23:08:05,3,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,21,TCP,Permit,2026-03-02 23:08:05,3,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,21,TCP,Permit,2026-03-02 23:08:05,3,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,15676,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,15676,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,15676,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,15676,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,21,TCP,Permit,2026-03-02 23:08:05,3,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,21,TCP,Permit,2026-03-02 23:08:05,3,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,21,TCP,Permit,2026-03-02 23:08:05,3,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,15676,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,15676,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,15676,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,15676,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,15676,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,15676,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,21,TCP,Permit,2026-03-02 23:08:05,3,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,21,TCP,Permit,2026-03-02 23:08:05,3,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,21,TCP,Permit,2026-03-02 23:08:05,3,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,21,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,22,TCP,Permit,2026-03-02 23:08:05,1,0
172.22.0.6,172.22.0.5,22,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,22,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,22,TCP,Permit,2026-03-02 23:08:05,1,0
172.22.0.6,172.22.0.5,22,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,22,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,22,TCP,Permit,2026-03-02 23:08:05,1,0
172.22.0.6,172.22.0.5,22,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,22,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,22,TCP,Permit,2026-03-02 23:08:05,1,0
172.22.0.6,172.22.0.5,22,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,22,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,22,TCP,Permit,2026-03-02 23:08:05,1,0
172.22.0.6,172.22.0.5,22,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,22,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,22,TCP,Permit,2026-03-02 23:08:05,1,0
172.22.0.6,172.22.0.5,22,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,22,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,22,TCP,Permit,2026-03-02 23:08:05,1,0
172.22.0.6,172.22.0.5,22,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,22,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,22,TCP,Permit,2026-03-02 23:08:05,1,0
172.22.0.6,172.22.0.5,22,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,22,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.6,172.22.0.5,22,TCP,Permit,2026-03-02 23:08:05,1,0
172.22.0.6,172.22.0.5,22,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.6,172.22.0.5,22,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,34,0
172.22.0.2,172.22.0.5,48430,TCP,Deny,2026-03-02 23:08:05,999,0
